1,3,.30,2
2,3,.30,2
3,4,.40,2
4,4,.38,2
5,4,.43,2
6,4,.48,2
7,4,.53,2
8,7,.15,2
9,7,.30,2
10,5,.15,2
11,6,.15,2
12,8,.45,2
13,8,.35,2
14,8,.15,2
15,8,.30,2
16,8,.45,2
17,6,.3,2
18,6,.35,2
