1,1,.2,3
2,2,.175,3
3,3,8,5
4,2,2,3
5,2,.15,3
6,3,.5,2
7,2,.75,3
8,2,3,3
9,3,.25,2
10,3,.1,8
11,3,2,6
12,8,4,4
13,4,.2,3
14,2,3,4
15,2,3,4
16,2,4,4
17,3,1.8,8
18,3,3,5
19,4,4,6
20,6,2,8
21,7,2,8
22,7,1,9
23,5,.1,6
24,5,.2,6
25,6,.2,6
26,8,2,6
27,10,5,4
28,5,.15,9
29,6,1,18
30,9,3,8
31,8,1,5
