1,0,0,100000,100000
2,1,.45,5,5
3,1,.45,5,5
4,3,.45,4,4
5,4,.15,5,4
6,7,.30,5,1
7,4,.30,5,2
8,7,.45,5,1
9,5,.60,5,2
10,9,.45,4,3
