1,1,.20,2
2,2,.18,2
3,3,.80,2
4,2,.10,2
5,2,.15,2
6,3,.50,2
7,2,.75,2
8,2,.20,2
9,3,.20,2
10,3,.10,2
11,3,.25,2
12,8,.40,2
13,4,.20,2
14,2,.25,2
15,2,.30,2
16,2,.35,2
17,3,.18,2
18,3,.30,2
19,4,.30,2
20,6,.15,2
21,7,.18,2
22,7,.10,2
23,5,.10,2
24,5,.20,2
25,6,.20,2
26,8,.15,2
27,10,.40,2
28,5,.15,2
29,6,.05,2
30,9,.20,2
31,8,.08,2
