1,1,2
2,1,2
3,3,2
4,2,2
5,2,3
6,3,1
7,2,1
8,2,3
9,3,2
10,3,1
11,3,2
12,8,4
13,4,3
14,2,3
15,2,3
16,2,4
17,3,3
18,3,3
19,4,4
20,6,2
21,7,2
22,7,1
23,5,1
24,5,2
25,6,4
26,8,2
27,10,5
28,5,2
29,6,1
30,9,3
31,8,1
