1,0,0,100000,100000
2,1,.23,5,9
3,1,.88,5,7
4,1,.28,5,9
5,4,.255,5,7
6,9,.15,5,5
7,6,.15,5,4
8,7,.15,5,3
9,5,.65,5,3
10,9,.25,5,1
